ID,MS,Mp,VFN,Mh,Man,MMS,TAN,T,Va,Ve,Mk,Cn,Ct,Cr,m (kg),Mt,Enedc (g/km),Ewltp (g/km),W (mm),At1 (mm),At2 (mm),Ft,Fm,ec (cm3),ep (KW)
3033887,FR,RENAULT,,RENAULT,RENAULT SAS,RENAULT SAS,E2*2001/116*0327*83,R,5RBF,5RBF0A,RENAULT,CLIO,M1,M1,1165,,85,,2589,1509,1509,DIESEL,M,1461,55
3035930,FR,RENAULT,,RENAULT,RENAULT SAS,RENAULT,E2*2001/116*0327*80,R,2RAJ,2RAJ1A,RENAULT,CAPTUR,M1,M1,1253,,95,,2606,1531,1531,DIESEL,M,1461,66
4588787,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*17,245G,M241Q2,OZBA1501,MERCEDES BENZ,CLASSE B,M1,M1,1425,,127,,2699,1555,1555,Petrol,M,1595,75
4588788,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*16,245G,M212P2,MZBA1501,MERCEDES BENZ,CLASSE B,M1,M1,1450,,104,,2699,1555,1555,Diesel,M,1461,80
4588790,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T314P0,CZAA14A2,MERCEDES BENZ,CLASSE E,M1,M1,1735,,119,,2873,1599,1599,Diesel,M,1950,143
4588791,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*0457*18,639/2,KOA3L310N,3FKR7S29BE,MERCEDES BENZ,VITO,M1,M1,2010,,153,,3430,1670,1670,Diesel,M,2143,120
4588792,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T35EP1,CZAA04A2,MERCEDES BENZ,CLASSE E,M1,M1,1845,,189,,2873,1599,1599,Petrol,M,2996,245
4588793,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*17,245G,M241Q2,OZBA1501,MERCEDES BENZ,CLASSE B,M1,M1,1425,,127,,2699,1555,1555,Petrol,M,1595,75
4588794,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*16,245G,M212P2,MZBA1501,MERCEDES BENZ,CLASSE B,M1,M1,1450,,104,,2699,1555,1555,Diesel,M,1461,80
4588796,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T314P0,CZAA14A2,MERCEDES BENZ,CLASSE E,M1,M1,1735,,119,,2873,1599,1599,Diesel,M,1950,143
4588797,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*0457*18,639/2,KOA3L310N,3FKR7S29BE,MERCEDES BENZ,VITO,M1,M1,2010,,153,,3430,1670,1670,Diesel,M,2143,120
4588798,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T35EP1,CZAA04A2,MERCEDES BENZ,CLASSE E,M1,M1,1845,,189,,2873,1599,1599,Petrol,M,2996,245
4588799,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*17,245G,M241Q2,AZBA1501,MERCEDES BENZ,CLASSE B,M1,M1,1395,,126,,2699,1555,1555,Petrol,M,1595,75
4588800,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*16,245G,M212P2,MZBA1501,MERCEDES BENZ,CLASSE B,M1,M1,1450,,104,,2699,1555,1555,Diesel,M,1461,80
4588802,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T314P0,CZAA14A2,MERCEDES BENZ,CLASSE E,M1,M1,1735,,119,,2873,1599,1599,Diesel,M,1950,143
4588803,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*0457*18,639/2,KOA3L310N,3FKR7S29BE,MERCEDES BENZ,VITO,M1,M1,2010,,153,,3430,1670,1670,Diesel,M,2143,120
4588804,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T35EP1,CZAA04A2,MERCEDES BENZ,CLASSE E,M1,M1,1845,,189,,2873,1599,1599,Petrol,M,2996,245
4588805,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*17,245G,M241Q2,AZBA1501,MERCEDES BENZ,CLASSE B,M1,M1,1395,,126,,2699,1555,1555,Petrol,M,1595,75
4588806,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*16,245G,M212P2,MZBA1522,MERCEDES BENZ,CLASSE B,M1,M1,1450,,107,,2699,1551,1551,Diesel,M,1461,80
4588808,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T314P0,CZAA1402,MERCEDES BENZ,CLASSE E,M1,M1,1735,,119,,2873,1605,1605,Diesel,M,1950,143
4588809,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*0457*18,639/2,KOA3L310N,3FKR7S29BE,MERCEDES BENZ,VITO,M1,M1,2010,,153,,3430,1670,1670,Diesel,M,2143,120
4588810,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*17,245G,M241Q2,OZBA1504,MERCEDES BENZ,CLASSE B,M1,M1,1425,,132,,2699,1555,1555,Petrol,M,1595,75
4588811,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T35EP1,CZAA04A2,MERCEDES BENZ,CLASSE E,M1,M1,1845,,189,,2873,1599,1599,Petrol,M,2996,245
4588812,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*16,245G,M212P2,AZBA1502,MERCEDES BENZ,CLASSE B,M1,M1,1420,,106,,2699,1555,1555,Diesel,M,1461,80
4588814,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T314P0,CZAA14A2,MERCEDES BENZ,CLASSE E,M1,M1,1735,,119,,2873,1599,1599,Diesel,M,1950,143
4588815,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*0457*18,639/2,KOA3L310N,3FKR7S28BE,MERCEDES BENZ,VITO,M1,M1,2010,,153,,3430,1670,1670,Diesel,M,2143,120
4588816,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*17,245G,M241Q2,AZBA1501,MERCEDES BENZ,CLASSE B,M1,M1,1395,,126,,2699,1555,1555,Petrol,M,1595,75
4588817,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T35EP1,CZAA04A2,MERCEDES BENZ,CLASSE E,M1,M1,1845,,189,,2873,1599,1599,Petrol,M,2996,245
4588818,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*16,245G,M212P2,MZBA1501,MERCEDES BENZ,CLASSE B,M1,M1,1450,,104,,2699,1555,1555,Diesel,M,1461,80
4588819,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T314P0,CZAA14A2,MERCEDES BENZ,CLASSE E,M1,M1,1735,,119,,2873,1599,1599,Diesel,M,1950,143
4588821,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*0457*18,639/2,KOA33320V,3FKR7T29BE,MERCEDES BENZ,VITO,M1,M1,2102,,174,,3430,1670,1670,Diesel,M,2143,120
4588823,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*17,245G,M241Q2,AZBA1502,MERCEDES BENZ,CLASSE B,M1,M1,1395,,127,,2699,1555,1555,Petrol,M,1595,75
4588824,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T35EP1,CZAA04A2,MERCEDES BENZ,CLASSE E,M1,M1,1845,,189,,2873,1599,1599,Petrol,M,2996,245
4588825,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*16,245G,M212P2,AZBA1501,MERCEDES BENZ,CLASSE B,M1,M1,1420,,104,,2699,1555,1555,Diesel,M,1461,80
4588827,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*0457*18,639/2,KOA3L310N,3FKR7S28BE,MERCEDES BENZ,VITO,M1,M1,2010,,153,,3430,1670,1670,Diesel,M,2143,120
4588828,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T314P0,CZAA1402,MERCEDES BENZ,CLASSE E,M1,M1,1735,,119,,2873,1605,1605,Diesel,M,1950,143
4588829,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T35EP1,CZAA04A2,MERCEDES BENZ,CLASSE E,M1,M1,1845,,189,,2873,1599,1599,Petrol,M,2996,245
4588830,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*17,245G,M241Q2,OZBA1502,MERCEDES BENZ,CLASSE B,M1,M1,1425,,129,,2699,1555,1555,Petrol,M,1595,75
4588831,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*16,245G,M212P2,MZBA1501,MERCEDES BENZ,CLASSE B,M1,M1,1450,,104,,2699,1555,1555,Diesel,M,1461,80
4588833,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*0457*18,639/2,KOA3L310N,3FKR7S29BE,MERCEDES BENZ,VITO,M1,M1,2010,,153,,3430,1670,1670,Diesel,M,2143,120
4588834,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T314P0,CZAA1402,MERCEDES BENZ,CLASSE E,M1,M1,1735,,119,,2873,1605,1605,Diesel,M,1950,143
4588836,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T35EP1,CZAA04A2,MERCEDES BENZ,CLASSE E,M1,M1,1845,,189,,2873,1599,1599,Petrol,M,2996,245
4588837,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*17,245G,M241Q2,OZBA1502,MERCEDES BENZ,CLASSE B,M1,M1,1425,,129,,2699,1555,1555,Petrol,M,1595,75
4588838,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*16,245G,M212P2,AZBA1501,MERCEDES BENZ,CLASSE B,M1,M1,1420,,104,,2699,1555,1555,Diesel,M,1461,80
4588840,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T314P0,CZAA14A2,MERCEDES BENZ,CLASSE E,M1,M1,1735,,119,,2873,1599,1599,Diesel,M,1950,143
4588842,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*0457*18,639/2,KOA8L310N,3FKT7S29BE,MERCEDES BENZ,VITO,M1,M1,2037,,153,,3430,1670,1670,Diesel,M,2143,140
4588843,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*17,245G,M241Q2,AZBA1502,MERCEDES BENZ,CLASSE B,M1,M1,1395,,127,,2699,1555,1555,Petrol,M,1595,75
4588844,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T35EP1,CZAA04A2,MERCEDES BENZ,CLASSE E,M1,M1,1845,,189,,2873,1599,1599,Petrol,M,2996,245
4588845,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*16,245G,M212P2,AZBA1502,MERCEDES BENZ,CLASSE B,M1,M1,1420,,106,,2699,1555,1555,Diesel,M,1461,80
4588847,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T314P0,CZAA14A2,MERCEDES BENZ,CLASSE E,M1,M1,1735,,119,,2873,1599,1599,Diesel,M,1950,143
4588849,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*0457*18,639/2,KOA3L310N,3FKR7S29BE,MERCEDES BENZ,VITO,M1,M1,2010,,153,,3430,1670,1670,Diesel,M,2143,120
4588850,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T35EP1,CZAA04A2,MERCEDES BENZ,CLASSE E,M1,M1,1845,,189,,2873,1599,1599,Petrol,M,2996,245
4588851,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*17,245G,M241Q2,AZBA1501,MERCEDES BENZ,CLASSE B,M1,M1,1395,,126,,2699,1555,1555,Petrol,M,1595,75
4588852,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*16,245G,M212P2,AZBA1501,MERCEDES BENZ,CLASSE B,M1,M1,1420,,104,,2699,1555,1555,Diesel,M,1461,80
4588855,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T314P0,CZAA1402,MERCEDES BENZ,CLASSE E,M1,M1,1735,,119,,2873,1605,1605,Diesel,M,1950,143
4588856,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*0457*18,639/2,KOA3L310N,3FKR7S29BE,MERCEDES BENZ,VITO,M1,M1,2010,,153,,3430,1670,1670,Diesel,M,2143,120
4588857,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T35EP1,CZAA04A2,MERCEDES BENZ,CLASSE E,M1,M1,1845,,189,,2873,1599,1599,Petrol,M,2996,245
4588858,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*17,245G,M241Q2,OZBA1502,MERCEDES BENZ,CLASSE B,M1,M1,1425,,129,,2699,1555,1555,Petrol,M,1595,75
4588859,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*16,245G,M212P2,MZBA1501,MERCEDES BENZ,CLASSE B,M1,M1,1450,,104,,2699,1555,1555,Diesel,M,1461,80
4588860,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*0457*18,639/2,KOA3L310N,3FKR7S29BE,MERCEDES BENZ,VITO,M1,M1,2010,,153,,3430,1670,1670,Diesel,M,2143,120
4588862,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T314P0,CZAA1402,MERCEDES BENZ,CLASSE E,M1,M1,1735,,119,,2873,1605,1605,Diesel,M,1950,143
4588864,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T35EP1,CZAA04A2,MERCEDES BENZ,CLASSE E,M1,M1,1845,,189,,2873,1599,1599,Petrol,M,2996,245
4588865,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*17,245G,M241Q2,OZBA1501,MERCEDES BENZ,CLASSE B,M1,M1,1425,,127,,2699,1555,1555,Petrol,M,1595,75
4588866,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*16,245G,M212P2,AZBA1501,MERCEDES BENZ,CLASSE B,M1,M1,1420,,104,,2699,1555,1555,Diesel,M,1461,80
4588867,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*0457*18,639/2,KOA8L310N,3FKU7S29BE,MERCEDES BENZ,VITO,M1,M1,2037,,153,,3430,1670,1670,Diesel,M,2143,140
4588870,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T314P0,CZAA14A2,MERCEDES BENZ,CLASSE E,M1,M1,1735,,119,,2873,1599,1599,Diesel,M,1950,143
4588871,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T35EP1,CZAA04A2,MERCEDES BENZ,CLASSE E,M1,M1,1845,,189,,2873,1599,1599,Petrol,M,2996,245
4588872,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*17,245G,M241Q2,OZBA1504,MERCEDES BENZ,CLASSE B,M1,M1,1425,,132,,2699,1555,1555,Petrol,M,1595,75
4588873,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*16,245G,M212P2,MZBA1501,MERCEDES BENZ,CLASSE B,M1,M1,1450,,104,,2699,1555,1555,Diesel,M,1461,80
4588875,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*0457*18,639/2,KOA3L310N,3FKR7S29BE,MERCEDES BENZ,VITO,M1,M1,2010,,153,,3430,1670,1670,Diesel,M,2143,120
4588877,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T314P0,CZAA1402,MERCEDES BENZ,CLASSE E,M1,M1,1735,,119,,2873,1605,1605,Diesel,M,1950,143
4588878,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*18,245G,M241Q2,OZBA1502,MERCEDES BENZ,CLASSE B,M1,M1,1425,,129,,2699,1555,1555,Petrol,M,1595,75
4588879,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*16,245G,M212P2,MZBA1501,MERCEDES BENZ,CLASSE B,M1,M1,1450,,104,,2699,1555,1555,Diesel,M,1461,80
4588880,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T35EP1,CZAA04A2,MERCEDES BENZ,CLASSE E,M1,M1,1845,,189,,2873,1599,1599,Petrol,M,2996,245
4588883,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*0457*18,639/2,KOA3L310N,3FKR7S29BE,MERCEDES BENZ,VITO,M1,M1,2010,,153,,3430,1670,1670,Diesel,M,2143,120
4588884,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T314P0,CZAA1402,MERCEDES BENZ,CLASSE E,M1,M1,1735,,119,,2873,1605,1605,Diesel,M,1950,143
4588885,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*18,245G,M241Q2,AZBA1512,MERCEDES BENZ,CLASSE B,M1,M1,1395,,127,,2699,1555,1555,Petrol,M,1595,75
4588886,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*05,R1EC,T35EP1,CZAB04A2,MERCEDES BENZ,CLASSE E,M1,M1,1845,,189,,2873,1599,1599,Petrol,M,2996,245
4588887,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*16,245G,M212P2,AZBA1501,MERCEDES BENZ,CLASSE B,M1,M1,1420,,104,,2699,1555,1555,Diesel,M,1461,80
4588890,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*0457*18,639/2,KOA3L310N,3SLP7S29XX,MERCEDES BENZ,VITO,M1,M1,2010,,163,,3430,1670,1670,Diesel,M,2143,120
4588891,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T314P0,CZAA14A2,MERCEDES BENZ,CLASSE E,M1,M1,1735,,119,,2873,1599,1599,Diesel,M,1950,143
4588892,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*02,R1EC,T414P0,CZAA14A2,MERCEDES BENZ,CLASSE E,M1,M1,1830,,126,,2873,1599,1599,Diesel,M,1950,143
4588893,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*18,245G,M241Q2,AZBA1512,MERCEDES BENZ,CLASSE B,M1,M1,1395,,127,,2699,1555,1555,Petrol,M,1595,75
4588894,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*16,245G,M212P2,MZBA1522,MERCEDES BENZ,CLASSE B,M1,M1,1450,,107,,2699,1551,1551,Diesel,M,1461,80
4588895,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*0457*18,639/2,KOA7L310N,3FLN7S29BE,MERCEDES BENZ,VITO,M1,M1,2010,,158,,3430,1670,1670,Diesel,M,2143,100
4588898,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T314P0,CZAA14A2,MERCEDES BENZ,CLASSE E,M1,M1,1735,,119,,2873,1599,1599,Diesel,M,1950,143
4588899,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*02,R1EC,T414P0,CZAA1402,MERCEDES BENZ,CLASSE E,M1,M1,1830,,126,,2873,1605,1605,Diesel,M,1950,143
4588900,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*18,245G,M241Q2,OZBA1512,MERCEDES BENZ,CLASSE B,M1,M1,1425,,129,,2699,1555,1555,Petrol,M,1595,75
4588901,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*16,245G,M212P2,MZBA1522,MERCEDES BENZ,CLASSE B,M1,M1,1450,,107,,2699,1551,1551,Diesel,M,1461,80
4588902,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*0457*18,639/2,KOA3L310N,3FKU7S29BE,MERCEDES BENZ,VITO,M1,M1,2010,,153,,3430,1670,1670,Diesel,M,2143,120
4588905,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T314P0,CZAA14A2,MERCEDES BENZ,CLASSE E,M1,M1,1735,,119,,2873,1599,1599,Diesel,M,1950,143
4588906,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*02,R1EC,T414P0,CZAA1402,MERCEDES BENZ,CLASSE E,M1,M1,1830,,126,,2873,1605,1605,Diesel,M,1950,143
4588907,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*18,245G,M241Q2,AZBA1501,MERCEDES BENZ,CLASSE B,M1,M1,1395,,126,,2699,1555,1555,Petrol,M,1595,75
4588908,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*16,245G,M212P2,AZBA1501,MERCEDES BENZ,CLASSE B,M1,M1,1420,,104,,2699,1555,1555,Diesel,M,1461,80
4588911,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*0457*18,639/2,KOA3L310N,3FKR7S28BE,MERCEDES BENZ,VITO,M1,M1,2010,,153,,3430,1670,1670,Diesel,M,2143,120
4588912,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T314P0,CZAA1402,MERCEDES BENZ,CLASSE E,M1,M1,1735,,119,,2873,1605,1605,Diesel,M,1950,143
4588913,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*16,245G,M212P2,MZBA1501,MERCEDES BENZ,CLASSE B,M1,M1,1450,,104,,2699,1555,1555,Diesel,M,1461,80
4588914,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*18,245G,M241Q2,OZBA1501,MERCEDES BENZ,CLASSE B,M1,M1,1425,,127,,2699,1555,1555,Petrol,M,1595,75
4588915,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*02,R1EC,T414P0,CZAA14A2,MERCEDES BENZ,CLASSE E,M1,M1,1830,,126,,2873,1599,1599,Diesel,M,1950,143
4588918,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*0457*18,639/2,KOA8L310N,3FKT7S29BE,MERCEDES BENZ,VITO,M1,M1,2037,,153,,3430,1670,1670,Diesel,M,2143,140
4588919,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*00,R1EC,T314P0,CZAA1402,MERCEDES BENZ,CLASSE E,M1,M1,1735,,119,,2873,1605,1605,Diesel,M,1950,143
4588920,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*1666*02,R1EC,T414P0,CZAA14A2,MERCEDES BENZ,CLASSE E,M1,M1,1830,,126,,2873,1599,1599,Diesel,M,1950,143
4588921,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*16,245G,M212P2,AZBA1502,MERCEDES BENZ,CLASSE B,M1,M1,1420,,106,,2699,1555,1555,Diesel,M,1461,80
4588924,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2001/116*0470*18,245G,M241Q2,OZBA1501,MERCEDES BENZ,CLASSE B,M1,M1,1425,,127,,2699,1555,1555,Petrol,M,1595,75
4588925,FR,DAIMLER AG,,DAIMLER AG,DAIMLER AG,DAIMLER AG,e1*2007/46*0457*18,639/2,KOA8L310N,3FKT7S29BE,MERCEDES BENZ,VITO,M1,M1,2037,,153,,3430,1670,1670,Diesel,M,2143,140
2817070,FR,KIA,,KIA,KIA MOTORS CORPORATION,KIA MOTOR CORP,e4*2007/46*0256*16,TA,F5P31,M54BZ1,KIA,PICANTO,M1,M1,1008,,109,,2385,1409,1409,Petrol,M,1248,62
2817077,FR,KIA,,KIA,KIA MOTORS CORPORATION,KIA MOTOR CORP,e4*2007/46*0256*16,TA,F5P31,M54BZ1,KIA,PICANTO,M1,M1,1008,,109,,2385,1409,1409,Petrol,M,1248,62
2811743,FR,,,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,e2*2007/46*0070*37,C,UHNZ,6/S,PEUGEOT,2008,M1,M1,1165,,103,,2537,1482,1482,Petrol,M,1199,81
2811749,FR,,,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,e2*2007/46*0070*37,C,UHNZ,6/S,PEUGEOT,2008,M1,M1,1165,,103,,2537,1482,1482,Petrol,M,1199,81
2811754,FR,,,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,AUTOMOBILES PEUGEOT,e2*2007/46*0070*37,C,UHNZ,6/S,PEUGEOT,2008,M1,M1,1165,,103,,2537,1482,1482,Petrol,M,1199,81
