,Mk,Category Type Approved,Category Registered,Mass (kg),CO2 (g/km),W (mm),Steering Axle (mm),Other Axle (mm),Ft,Fm,Engine Capacity (cm3),Engine Power (KW)
7416,MERCEDES BENZ,M1,M1,1800,144.0,2939.0,1605.0,1605.0,Diesel,M,2987.0,190.0
7417,MERCEDES BENZ,M1,M1,1425,127.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
7418,MERCEDES BENZ,M1,M1,1420,104.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
7419,MERCEDES BENZ,M1,M1,2102,174.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,140.0
7420,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
7421,MERCEDES BENZ,M1,M1,1680,102.0,2939.0,1605.0,1605.0,Diesel,M,1950.0,143.0
7422,MERCEDES BENZ,M1,M1,1800,144.0,2939.0,1605.0,1605.0,Diesel,M,2987.0,190.0
7423,MERCEDES BENZ,M1,M1,1425,132.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
7424,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
7425,MERCEDES BENZ,M1,M1,1450,104.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
7426,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
7427,MERCEDES BENZ,M1,M1,1680,112.0,2939.0,1605.0,1605.0,Diesel,M,1950.0,143.0
7428,MERCEDES BENZ,M1,M1,1800,144.0,2939.0,1605.0,1605.0,Diesel,M,2987.0,190.0
7429,MERCEDES BENZ,M1,M1,1425,127.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
7430,MERCEDES BENZ,M1,M1,1450,104.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
7431,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
7432,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
7433,MERCEDES BENZ,M1,M1,1680,112.0,2939.0,1605.0,1605.0,Diesel,M,1950.0,143.0
7434,MERCEDES BENZ,M1,M1,1800,144.0,2939.0,1605.0,1605.0,Diesel,M,2987.0,190.0
7435,MERCEDES BENZ,M1,M1,2010,158.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,100.0
7436,MERCEDES BENZ,M1,M1,1425,127.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
7437,MERCEDES BENZ,M1,M1,1450,107.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
7438,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
7439,MERCEDES BENZ,M1,M1,1680,112.0,2939.0,1605.0,1605.0,Diesel,M,1950.0,143.0
7440,MERCEDES BENZ,M1,M1,1800,144.0,2939.0,1605.0,1605.0,Diesel,M,2987.0,190.0
7441,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
7442,MERCEDES BENZ,M1,M1,1395,126.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
7443,MERCEDES BENZ,M1,M1,1450,104.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
7444,MERCEDES BENZ,M1,M1,1680,112.0,2939.0,1605.0,1605.0,Diesel,M,1950.0,143.0
7445,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
7446,MERCEDES BENZ,M1,M1,1800,144.0,2939.0,1605.0,1605.0,Diesel,M,2987.0,190.0
7447,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
7448,MERCEDES BENZ,M1,M1,1395,127.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
7449,MERCEDES BENZ,M1,M1,1420,104.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
7450,MERCEDES BENZ,M1,M1,1680,112.0,2939.0,1605.0,1605.0,Diesel,M,1950.0,143.0
7451,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
7452,MERCEDES BENZ,M1,M1,1800,144.0,2939.0,1605.0,1605.0,Diesel,M,2987.0,190.0
7453,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
7454,MERCEDES BENZ,M1,M1,1395,126.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
7455,MERCEDES BENZ,M1,M1,1450,107.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
7456,MERCEDES BENZ,M1,M1,1680,112.0,2939.0,1605.0,1605.0,Diesel,M,1950.0,143.0
7457,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
7458,MERCEDES BENZ,M1,M1,1800,144.0,2939.0,1605.0,1605.0,Diesel,M,2987.0,190.0
7459,MERCEDES BENZ,M1,M1,1395,126.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
7460,MERCEDES BENZ,M1,M1,1450,104.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
7461,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
7462,MERCEDES BENZ,M1,M1,1680,112.0,2939.0,1605.0,1605.0,Diesel,M,1950.0,143.0
7463,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
7464,MERCEDES BENZ,M1,M1,1800,144.0,2939.0,1605.0,1605.0,Diesel,M,2987.0,190.0
7465,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
7466,MERCEDES BENZ,M1,M1,1425,127.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
7467,MERCEDES BENZ,M1,M1,1680,112.0,2939.0,1605.0,1605.0,Diesel,M,1950.0,143.0
7468,MERCEDES BENZ,M1,M1,1450,107.0,2699.0,1551.0,1551.0,Diesel,M,1461.0,80.0
7469,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
7470,MERCEDES BENZ,M1,M1,1800,144.0,2939.0,1605.0,1605.0,Diesel,M,2987.0,190.0
7471,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
7472,MERCEDES BENZ,M1,M1,1395,126.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
7473,MERCEDES BENZ,M1,M1,1420,104.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
7474,MERCEDES BENZ,M1,M1,1800,144.0,2939.0,1605.0,1605.0,Diesel,M,2987.0,190.0
7475,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
7476,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
7477,MERCEDES BENZ,M1,M1,1425,127.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
7478,MERCEDES BENZ,M1,M1,1450,104.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
7479,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
7480,MERCEDES BENZ,M1,M1,1800,144.0,2939.0,1605.0,1605.0,Diesel,M,2987.0,190.0
7481,MERCEDES BENZ,M1,M1,1845,189.0,2873.0,1599.0,1599.0,Petrol,M,2996.0,245.0
7482,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
7483,MERCEDES BENZ,M1,M1,1425,132.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
7484,MERCEDES BENZ,M1,M1,1450,104.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
7485,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
7486,MERCEDES BENZ,M1,M1,1800,144.0,2939.0,1605.0,1605.0,Diesel,M,2987.0,190.0
7487,MERCEDES BENZ,M1,M1,1425,127.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
7488,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
7489,MERCEDES BENZ,M1,M1,1420,104.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
7490,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
7491,MERCEDES BENZ,M1,M1,1800,144.0,2939.0,1605.0,1605.0,Diesel,M,2987.0,190.0
7492,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
7493,MERCEDES BENZ,M1,M1,1395,127.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
7494,MERCEDES BENZ,M1,M1,1450,107.0,2699.0,1551.0,1551.0,Diesel,M,1461.0,80.0
7495,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
7496,MERCEDES BENZ,M1,M1,1800,144.0,2939.0,1605.0,1605.0,Diesel,M,2987.0,190.0
7497,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
7498,MERCEDES BENZ,M1,M1,1425,127.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
7499,MERCEDES BENZ,M1,M1,1450,104.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
7500,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1605.0,1605.0,Diesel,M,1950.0,143.0
7501,MERCEDES BENZ,M1,M1,1800,144.0,2939.0,1605.0,1605.0,Diesel,M,2987.0,190.0
7502,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
7503,MERCEDES BENZ,M1,M1,1395,126.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
7504,MERCEDES BENZ,M1,M1,1420,104.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
7505,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1605.0,1605.0,Diesel,M,1950.0,143.0
7506,MERCEDES BENZ,M1,M1,1845,189.0,2873.0,1599.0,1599.0,Petrol,M,2996.0,245.0
7507,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
7508,MERCEDES BENZ,M1,M1,1425,127.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
7509,MERCEDES BENZ,M1,M1,1450,107.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
7510,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
7511,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
7512,MERCEDES BENZ,M1,M1,1395,126.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
7513,MERCEDES BENZ,M1,M1,1845,189.0,2873.0,1599.0,1599.0,Petrol,M,2996.0,245.0
7514,MERCEDES BENZ,M1,M1,1420,104.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
7515,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
7516,MERCEDES BENZ,M1,M1,2010,174.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,100.0
7517,MERCEDES BENZ,M1,M1,1845,189.0,2873.0,1599.0,1599.0,Petrol,M,2996.0,245.0
7518,MERCEDES BENZ,M1,M1,1395,126.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
7519,MERCEDES BENZ,M1,M1,1420,104.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
7520,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1605.0,1605.0,Diesel,M,1950.0,143.0
7521,MERCEDES BENZ,M1,M1,2010,158.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,100.0
7522,MERCEDES BENZ,M1,M1,1845,189.0,2873.0,1599.0,1599.0,Petrol,M,2996.0,245.0
7523,MERCEDES BENZ,M1,M1,1395,126.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
7524,MERCEDES BENZ,M1,M1,1420,106.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
7525,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
7526,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
7527,MERCEDES BENZ,M1,M1,1845,189.0,2873.0,1599.0,1599.0,Petrol,M,2996.0,245.0
7528,MERCEDES BENZ,M1,M1,1395,127.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
7529,MERCEDES BENZ,M1,M1,1420,104.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
7530,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1605.0,1605.0,Diesel,M,1950.0,143.0
7531,MERCEDES BENZ,M1,M1,2037,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,140.0
7532,MERCEDES BENZ,M1,M1,1845,189.0,2873.0,1599.0,1599.0,Petrol,M,2996.0,245.0
7533,MERCEDES BENZ,M1,M1,1395,126.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
7534,MERCEDES BENZ,M1,M1,1450,104.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
7535,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1599.0,1599.0,Diesel,M,1950.0,143.0
7536,MERCEDES BENZ,M1,M1,2010,158.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,100.0
7537,MERCEDES BENZ,M1,M1,1395,126.0,2699.0,1555.0,1555.0,Petrol,M,1595.0,75.0
7538,MERCEDES BENZ,M1,M1,1845,189.0,2873.0,1599.0,1599.0,Petrol,M,2996.0,245.0
7539,MERCEDES BENZ,M1,M1,1450,104.0,2699.0,1555.0,1555.0,Diesel,M,1461.0,80.0
7540,MERCEDES BENZ,M1,M1,1735,119.0,2873.0,1605.0,1605.0,Diesel,M,1950.0,143.0
7541,MERCEDES BENZ,M1,M1,2010,153.0,3430.0,1670.0,1670.0,Diesel,M,2143.0,120.0
7542,MERCEDES BENZ,M1,M1,1845,189.0,2873.0,1599.0,1599.0,Petrol,M,2996.0,245.0
7543,TOYOTA,M1,M1,1495,87.0,2640.0,1540.0,1540.0,PETROL,M,1798.0,72.0
7544,PEUGEOT,M1,M1,1500,114.0,2675.0,1601.0,1601.0,Diesel,M,1997.0,110.0
7545,PEUGEOT,M1,M1,1500,114.0,2675.0,1601.0,1601.0,Diesel,M,1997.0,110.0
7546,PEUGEOT,M1,M1,1500,114.0,2675.0,1601.0,1601.0,Diesel,M,1997.0,110.0
7547,PEUGEOT,M1,M1,1500,114.0,2675.0,1601.0,1601.0,Diesel,M,1997.0,110.0
7548,PEUGEOT,M1,M1,1500,114.0,2675.0,1601.0,1601.0,Diesel,M,1997.0,110.0
7549,PEUGEOT,M1,M1,1500,121.0,2675.0,1601.0,1601.0,Diesel,M,1997.0,110.0
7550,PEUGEOT,M1,M1,1500,121.0,2675.0,1601.0,1601.0,Diesel,M,1997.0,110.0
7551,PEUGEOT,M1,M1,1500,121.0,2675.0,1601.0,1601.0,Diesel,M,1997.0,110.0
7552,PEUGEOT,M1,M1,1385,124.0,2840.0,1601.0,1601.0,Petrol,M,1199.0,96.0
7553,PEUGEOT,M1,M1,1385,124.0,2840.0,1601.0,1601.0,Petrol,M,1199.0,96.0
7554,PEUGEOT,M1,M1,1385,124.0,2840.0,1601.0,1601.0,Petrol,M,1199.0,96.0
7555,PEUGEOT,M1,M1,1385,124.0,2840.0,1601.0,1601.0,Petrol,M,1199.0,96.0
7556,PEUGEOT,M1,M1,1385,124.0,2840.0,1601.0,1601.0,Petrol,M,1199.0,96.0
7557,PEUGEOT,M1,M1,1385,124.0,2840.0,1601.0,1601.0,Petrol,M,1199.0,96.0
7558,PEUGEOT,M1,M1,1385,117.0,2840.0,1601.0,1601.0,Petrol,M,1199.0,96.0
7559,PEUGEOT,M1,M1,1385,117.0,2840.0,1601.0,1601.0,Petrol,M,1199.0,96.0
7560,PEUGEOT,M1,M1,1385,117.0,2840.0,1601.0,1601.0,Petrol,M,1199.0,96.0
7561,PEUGEOT,M1,M1,1385,117.0,2840.0,1601.0,1601.0,Petrol,M,1199.0,96.0
7562,PEUGEOT,M1,M1,1565,109.0,2727.0,1531.0,1531.0,Diesel,M,1560.0,88.0
7563,PEUGEOT,M1,M1,1565,109.0,2727.0,1531.0,1531.0,Diesel,M,1560.0,88.0
7564,PEUGEOT,M1,M1,1565,109.0,2727.0,1531.0,1531.0,Diesel,M,1560.0,88.0
7565,PEUGEOT,M1,M1,1565,109.0,2727.0,1531.0,1531.0,Diesel,M,1560.0,88.0
7569,PEUGEOT,M1,M1,1155,95.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7570,PEUGEOT,M1,M1,1155,95.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7571,PEUGEOT,M1,M1,1155,95.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7572,PEUGEOT,M1,M1,1155,95.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7573,PEUGEOT,M1,M1,1155,95.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7574,PEUGEOT,M1,M1,1449,113.0,2728.0,1507.0,1507.0,Diesel,M,1560.0,55.0
7575,PEUGEOT,M1,M1,1449,113.0,2728.0,1507.0,1507.0,Diesel,M,1560.0,55.0
7576,PEUGEOT,M1,M1,1449,113.0,2728.0,1507.0,1507.0,Diesel,M,1560.0,55.0
7577,PEUGEOT,M1,M1,1449,113.0,2728.0,1507.0,1507.0,Diesel,M,1560.0,55.0
7578,PEUGEOT,M1,M1,1458,109.0,2728.0,1507.0,1507.0,Diesel,M,1560.0,73.0
7579,PEUGEOT,M1,M1,1458,109.0,2728.0,1507.0,1507.0,Diesel,M,1560.0,73.0
7580,PEUGEOT,M1,M1,1458,109.0,2728.0,1507.0,1507.0,Diesel,M,1560.0,73.0
7581,PEUGEOT,M1,M1,1155,95.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7582,PEUGEOT,M1,M1,1155,95.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7583,PEUGEOT,M1,M1,1155,95.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7584,PEUGEOT,M1,M1,1155,95.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7585,PEUGEOT,M1,M1,1155,95.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7586,PEUGEOT,M1,M1,1458,109.0,2728.0,1507.0,1507.0,Diesel,M,1560.0,73.0
7587,PEUGEOT,M1,M1,1458,109.0,2728.0,1507.0,1507.0,Diesel,M,1560.0,73.0
7588,PEUGEOT,M1,M1,1458,109.0,2728.0,1507.0,1507.0,Diesel,M,1560.0,73.0
7589,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7590,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7591,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7592,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7593,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7594,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7595,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7596,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7597,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7598,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7599,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7600,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7601,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7602,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7603,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7604,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7605,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7606,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7607,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7608,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7609,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7610,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7611,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7612,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7613,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7614,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7615,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7616,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7617,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7618,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7619,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7620,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7621,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7622,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7623,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7624,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7625,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7626,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7627,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7628,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7629,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7630,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7631,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7632,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7633,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7634,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7635,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7636,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7637,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7638,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7639,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7640,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7641,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7642,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7643,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7644,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7645,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7646,PEUGEOT,M1,M1,1155,105.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7647,PEUGEOT,M1,M1,1155,97.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7648,PEUGEOT,M1,M1,1155,97.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7649,PEUGEOT,M1,M1,1155,97.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7650,PEUGEOT,M1,M1,1155,97.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7651,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7652,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7653,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7654,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7655,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7656,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7657,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7658,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7659,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7660,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7661,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7662,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7663,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
7664,PEUGEOT,M1,M1,1155,107.0,2620.0,1563.0,1563.0,Petrol,M,1199.0,81.0
